ROW\COL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP
25,1190032801,71360,นายทนงศักดิ์ เวชมณีศรี,Chantaburi,3410.3224260000006,6267.127313999999,5601.1223660000005,3588.977602000001,2610,4347.599760000001,3328.7883720000013,4332.564641999999,4379.392080000001,4727.1868140000015,3190.094376000001,4546.831632,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3dd3d0>,4433.94,4046.4600000000005,4325.16,3069.1800000000007,3514.0800000000004,,,,,,,,=R25/E25,=S25/F25,=T25/G25,=U25/H25,=V25/I25,=W25/J25,=X25/K25,=Y25/L25,=Z25/M25,=AA25/N25,=AB25/O25,=AC25/P25,,"=ROUND(AE25,4)","=ROUND(AF25,4)","=ROUND(AG25,4)","=ROUND(AH25,4)","=ROUND(AI25,4)","=ROUND(AJ25,4)","=ROUND(AK25,4)","=ROUND(AL25,4)","=ROUND(AM25,4)","=ROUND(AN25,4)","=ROUND(AO25,4)","=ROUND(AP25,4)",,"=IFERROR(VLOOKUP(AR25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB25,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC25,'Top WS'!$A$19:$B$28,2),0)"
26,1190032901,70259,นายจิรศักดิ์ งามสม,Lopburi,2753.4506776599,3060.405568195987,3400.5377107304457,3315.3087464432983,2169.6485996807282,4409.113109570623,2675.5363831046748,3290.1427993894176,2327.8283326335813,3800.885259450921,3221.5024611014537,2405.829706590376,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3dd2b0>,2899.979999999999,2392.920000000001,2680.0800000000004,3277.379999999999,2353.080000000001,,,,,,,,=R26/E26,=S26/F26,=T26/G26,=U26/H26,=V26/I26,=W26/J26,=X26/K26,=Y26/L26,=Z26/M26,=AA26/N26,=AB26/O26,=AC26/P26,,"=ROUND(AE26,4)","=ROUND(AF26,4)","=ROUND(AG26,4)","=ROUND(AH26,4)","=ROUND(AI26,4)","=ROUND(AJ26,4)","=ROUND(AK26,4)","=ROUND(AL26,4)","=ROUND(AM26,4)","=ROUND(AN26,4)","=ROUND(AO26,4)","=ROUND(AP26,4)",,"=IFERROR(VLOOKUP(AR26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB26,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC26,'Top WS'!$A$19:$B$28,2),0)"
27,1190032902,71996,นายสุนทร ม่วงกุน,Lopburi,5785.716291446315,6430.708382760297,7145.414512880137,6966.326283270617,4558.996226711052,9264.693846106074,5621.998086140445,6913.446080606861,4891.373002277537,7986.648878785402,6769.214870400265,5055.274184063212,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b22cbf0>,6888.839999999998,7100.759999999999,6750.059999999998,7229.219999999998,4386.899999999999,,,,,,,,=R27/E27,=S27/F27,=T27/G27,=U27/H27,=V27/I27,=W27/J27,=X27/K27,=Y27/L27,=Z27/M27,=AA27/N27,=AB27/O27,=AC27/P27,,"=ROUND(AE27,4)","=ROUND(AF27,4)","=ROUND(AG27,4)","=ROUND(AH27,4)","=ROUND(AI27,4)","=ROUND(AJ27,4)","=ROUND(AK27,4)","=ROUND(AL27,4)","=ROUND(AM27,4)","=ROUND(AN27,4)","=ROUND(AO27,4)","=ROUND(AP27,4)",,"=IFERROR(VLOOKUP(AR27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB27,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC27,'Top WS'!$A$19:$B$28,2),0)"
28,1190033001,75518,นายธนพันธ์ นิยมทัศน์,Ratchaburi,1776.9401721351535,1714.147390472889,1830.031064785223,2914.0946632994214,3091.0806386128043,2497.1339332525686,1664.8539543806241,2624.573308703166,2362.3609750301266,2490.1515131301558,1962.060054398155,2462.295331799685,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3f75f0>,1895.04,2367.2000000000003,2812.32,2548.640000000001,1925.2800000000004,,,,,,,,=R28/E28,=S28/F28,=T28/G28,=U28/H28,=V28/I28,=W28/J28,=X28/K28,=Y28/L28,=Z28/M28,=AA28/N28,=AB28/O28,=AC28/P28,,"=ROUND(AE28,4)","=ROUND(AF28,4)","=ROUND(AG28,4)","=ROUND(AH28,4)","=ROUND(AI28,4)","=ROUND(AJ28,4)","=ROUND(AK28,4)","=ROUND(AL28,4)","=ROUND(AM28,4)","=ROUND(AN28,4)","=ROUND(AO28,4)","=ROUND(AP28,4)",,"=IFERROR(VLOOKUP(AR28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB28,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC28,'Top WS'!$A$19:$B$28,2),0)"
29,1190033002,27905,นายปัญญา ธนาโภคาสิน,Ratchaburi,2990.809149397322,2885.1211645925496,3080.167660155005,4904.780204689368,5202.669397912026,4202.983945074689,2802.154240898754,4417.480108799292,3976.1444583750967,4191.231672086254,3302.3887097503693,4144.34628826923,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3f5640>,2945.7000000000003,2302.92,3736.8600000000006,4316.34,2978.040000000001,,,,,,,,=R29/E29,=S29/F29,=T29/G29,=U29/H29,=V29/I29,=W29/J29,=X29/K29,=Y29/L29,=Z29/M29,=AA29/N29,=AB29/O29,=AC29/P29,,"=ROUND(AE29,4)","=ROUND(AF29,4)","=ROUND(AG29,4)","=ROUND(AH29,4)","=ROUND(AI29,4)","=ROUND(AJ29,4)","=ROUND(AK29,4)","=ROUND(AL29,4)","=ROUND(AM29,4)","=ROUND(AN29,4)","=ROUND(AO29,4)","=ROUND(AP29,4)",,"=IFERROR(VLOOKUP(AR29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB29,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC29,'Top WS'!$A$19:$B$28,2),0)"
30,1190033101,66381,นายเอกศักดิ์ แซ่ลิ้ม,Huahin,966.5742575000182,886.3452016258291,796.3717260098351,1491.1127631569996,362.23978129070576,1201.6313159384329,692.034253885552,513.5309203930909,940.9139521799333,972.7818137799825,1151.4295090463963,609.1345051932383,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3f4ad0>,612.0600000000001,480.78,1100.34,951.9599999999999,720.36,,,,,,,,=R30/E30,=S30/F30,=T30/G30,=U30/H30,=V30/I30,=W30/J30,=X30/K30,=Y30/L30,=Z30/M30,=AA30/N30,=AB30/O30,=AC30/P30,,"=ROUND(AE30,4)","=ROUND(AF30,4)","=ROUND(AG30,4)","=ROUND(AH30,4)","=ROUND(AI30,4)","=ROUND(AJ30,4)","=ROUND(AK30,4)","=ROUND(AL30,4)","=ROUND(AM30,4)","=ROUND(AN30,4)","=ROUND(AO30,4)","=ROUND(AP30,4)",,"=IFERROR(VLOOKUP(AR30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB30,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC30,'Top WS'!$A$19:$B$28,2),0)"
31,1190033102,28090,นายนิกร กิจเถกิง,Huahin,857.1507566509596,786.004235404037,706.2164362728727,1322.3075446863957,321.23150416345607,1065.5975820586102,613.6907534456781,455.39534449953345,834.3953915557898,862.6555707105504,1021.0789985883137,540.1758819638151,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b2489b0>,826.5600000000001,1015.2599999999999,813.6599999999999,995.3400000000001,843.9,,,,,,,,=R31/E31,=S31/F31,=T31/G31,=U31/H31,=V31/I31,=W31/J31,=X31/K31,=Y31/L31,=Z31/M31,=AA31/N31,=AB31/O31,=AC31/P31,,"=ROUND(AE31,4)","=ROUND(AF31,4)","=ROUND(AG31,4)","=ROUND(AH31,4)","=ROUND(AI31,4)","=ROUND(AJ31,4)","=ROUND(AK31,4)","=ROUND(AL31,4)","=ROUND(AM31,4)","=ROUND(AN31,4)","=ROUND(AO31,4)","=ROUND(AP31,4)",,"=IFERROR(VLOOKUP(AR31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB31,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC31,'Top WS'!$A$19:$B$28,2),0)"
32,1190033201,76475,นายดานุกาญจน์ ตั้งพัฒนารุ่งเรือง,Suphanburi,2861.7329953091694,2277.50468423465,2018.7140523585283,3187.9945673663,2281.0650783741626,2744.2399887052643,1685.6847889618307,3282.948219334946,2188.0534595725226,2441.9007342962645,2690.216156968533,1143.9752343467749,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3df830>,2353.32,2159.2200000000007,2382.3600000000006,2650.8,2433.7200000000007,,,,,,,,=R32/E32,=S32/F32,=T32/G32,=U32/H32,=V32/I32,=W32/J32,=X32/K32,=Y32/L32,=Z32/M32,=AA32/N32,=AB32/O32,=AC32/P32,,"=ROUND(AE32,4)","=ROUND(AF32,4)","=ROUND(AG32,4)","=ROUND(AH32,4)","=ROUND(AI32,4)","=ROUND(AJ32,4)","=ROUND(AK32,4)","=ROUND(AL32,4)","=ROUND(AM32,4)","=ROUND(AN32,4)","=ROUND(AO32,4)","=ROUND(AP32,4)",,"=IFERROR(VLOOKUP(AR32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB32,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC32,'Top WS'!$A$19:$B$28,2),0)"
33,1190033202,63537,นายอำนาจ แตงสี,Suphanburi,3884.256043463741,3091.277679733252,2740.0188175318094,4327.093822211853,3096.11023485848,3724.78172433124,2287.9951901985582,4455.975271708618,2969.8647245209286,3314.4139234080076,3651.454689538535,1552.72791866603,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b3dd370>,2600.6400000000003,2348.6400000000003,2738.9400000000014,2509.920000000001,1831.74,,,,,,,,=R33/E33,=S33/F33,=T33/G33,=U33/H33,=V33/I33,=W33/J33,=X33/K33,=Y33/L33,=Z33/M33,=AA33/N33,=AB33/O33,=AC33/P33,,"=ROUND(AE33,4)","=ROUND(AF33,4)","=ROUND(AG33,4)","=ROUND(AH33,4)","=ROUND(AI33,4)","=ROUND(AJ33,4)","=ROUND(AK33,4)","=ROUND(AL33,4)","=ROUND(AM33,4)","=ROUND(AN33,4)","=ROUND(AO33,4)","=ROUND(AP33,4)",,"=IFERROR(VLOOKUP(AR33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB33,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC33,'Top WS'!$A$19:$B$28,2),0)"
34,1190033301,63139,นายเมธา กันทสัง,Nakornpathom,11144.148805211129,9276.147621119699,9265.407285582145,8886.635343716975,4914.812564818255,8766.21516864102,7958.880490271903,10780.845281375581,5966.139648333992,9785.61310248805,9761.680833083718,9896.693855357431,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b22cda0>,5810.279999999999,7818.539999999995,6727.8,8032.559999999994,7382.279999999996,,,,,,,,=R34/E34,=S34/F34,=T34/G34,=U34/H34,=V34/I34,=W34/J34,=X34/K34,=Y34/L34,=Z34/M34,=AA34/N34,=AB34/O34,=AC34/P34,,"=ROUND(AE34,4)","=ROUND(AF34,4)","=ROUND(AG34,4)","=ROUND(AH34,4)","=ROUND(AI34,4)","=ROUND(AJ34,4)","=ROUND(AK34,4)","=ROUND(AL34,4)","=ROUND(AM34,4)","=ROUND(AN34,4)","=ROUND(AO34,4)","=ROUND(AP34,4)",,"=IFERROR(VLOOKUP(AR34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB34,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC34,'Top WS'!$A$19:$B$28,2),0)"
35,1190033302,101039,นายสุชล ลีลากิจทรัพย์,Nakornpathom,1363.3133779663447,1134.7924699237342,1133.4785568220582,1087.141697491751,601.2509198262512,1072.4101609224144,973.645312502399,1318.8688391357334,729.864446316953,1197.1176522684596,1194.1899111179855,1210.7066557059036,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b268950>,1189.4399999999998,755.9999999999999,1522.0800000000002,1552.3200000000002,1005.4200000000001,,,,,,,,=R35/E35,=S35/F35,=T35/G35,=U35/H35,=V35/I35,=W35/J35,=X35/K35,=Y35/L35,=Z35/M35,=AA35/N35,=AB35/O35,=AC35/P35,,"=ROUND(AE35,4)","=ROUND(AF35,4)","=ROUND(AG35,4)","=ROUND(AH35,4)","=ROUND(AI35,4)","=ROUND(AJ35,4)","=ROUND(AK35,4)","=ROUND(AL35,4)","=ROUND(AM35,4)","=ROUND(AN35,4)","=ROUND(AO35,4)","=ROUND(AP35,4)",,"=IFERROR(VLOOKUP(AR35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB35,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC35,'Top WS'!$A$19:$B$28,2),0)"
36,1190037301,100570,นายอดิเรก ศรีนุกูล,Chonburi,14439,15548,14252,16375,17533,15209,16640,16711,18181,13335,15079,16634,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b248980>,14294.819999999998,13745.81999999999,3467.28,2081.16,3953.7,,,,,,,,=R36/E36,=S36/F36,=T36/G36,=U36/H36,=V36/I36,=W36/J36,=X36/K36,=Y36/L36,=Z36/M36,=AA36/N36,=AB36/O36,=AC36/P36,,"=ROUND(AE36,4)","=ROUND(AF36,4)","=ROUND(AG36,4)","=ROUND(AH36,4)","=ROUND(AI36,4)","=ROUND(AJ36,4)","=ROUND(AK36,4)","=ROUND(AL36,4)","=ROUND(AM36,4)","=ROUND(AN36,4)","=ROUND(AO36,4)","=ROUND(AP36,4)",,"=IFERROR(VLOOKUP(AR36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB36,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC36,'Top WS'!$A$19:$B$28,2),0)"
37,1190037401,28171,นายไพฑูรย์ ไกรลาศ,Sa Kaeo,3086.085114111025,3055.136408580022,3496.6712741556885,3712.247311177031,1162.8726516940098,4528.494460923787,2661.1893375305226,4923.706102736919,2359.28970680227,3533.34382630103,3656.3399721532805,3404.6238338344415,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b210860>,5443.199999999998,1310.3999999999999,1380.9599999999998,4009.2599999999998,4112.639999999999,,,,,,,,=R37/E37,=S37/F37,=T37/G37,=U37/H37,=V37/I37,=W37/J37,=X37/K37,=Y37/L37,=Z37/M37,=AA37/N37,=AB37/O37,=AC37/P37,,"=ROUND(AE37,4)","=ROUND(AF37,4)","=ROUND(AG37,4)","=ROUND(AH37,4)","=ROUND(AI37,4)","=ROUND(AJ37,4)","=ROUND(AK37,4)","=ROUND(AL37,4)","=ROUND(AM37,4)","=ROUND(AN37,4)","=ROUND(AO37,4)","=ROUND(AP37,4)",,"=IFERROR(VLOOKUP(AR37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB37,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC37,'Top WS'!$A$19:$B$28,2),0)"
38,1190043401,75885,นายมารุต ปราสัย,Korat,7542.485748869461,6788.237173982515,6411.112886539041,7542.485748869461,8296.734323756407,6411.112886539041,6788.237173982515,6788.237173982515,9050.982898643353,9050.982898643353,7542.485748869461,8296.734323756407,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b213fb0>,4687.860000000001,5597.160000000001,5745.06,4211.52,5825.9400000000005,,,,,,,,=R38/E38,=S38/F38,=T38/G38,=U38/H38,=V38/I38,=W38/J38,=X38/K38,=Y38/L38,=Z38/M38,=AA38/N38,=AB38/O38,=AC38/P38,,"=ROUND(AE38,4)","=ROUND(AF38,4)","=ROUND(AG38,4)","=ROUND(AH38,4)","=ROUND(AI38,4)","=ROUND(AJ38,4)","=ROUND(AK38,4)","=ROUND(AL38,4)","=ROUND(AM38,4)","=ROUND(AN38,4)","=ROUND(AO38,4)","=ROUND(AP38,4)",,"=IFERROR(VLOOKUP(AR38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB38,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC38,'Top WS'!$A$19:$B$28,2),0)"
